,Country,Year,Life expectancy at birth (years),GDP,Value
840,United States of America,2013,78.9,16700000000000.0,88.2
841,United States of America,2013,78.9,16700000000000.0,88.4
842,United States of America,2013,78.9,16700000000000.0,88.2
843,United States of America,2013,78.9,16700000000000.0,87.9
844,United States of America,2013,78.9,16700000000000.0,87.8
845,United States of America,2013,78.9,16700000000000.0,87.9
846,United States of America,2013,78.9,16700000000000.0,87.6
847,United States of America,2013,78.9,16700000000000.0,87.3
848,United States of America,2013,78.9,16700000000000.0,87.5
849,United States of America,2013,78.9,16700000000000.0,87.5
850,United States of America,2013,78.9,16700000000000.0,88.1
851,United States of America,2013,78.9,16700000000000.0,88.1
852,United States of America,2013,78.9,16700000000000.0,2.9
853,United States of America,2013,78.9,16700000000000.0,2.8
854,United States of America,2013,78.9,16700000000000.0,2.7
855,United States of America,2013,78.9,16700000000000.0,3.0
856,United States of America,2013,78.9,16700000000000.0,3.0
857,United States of America,2013,78.9,16700000000000.0,3.0
858,United States of America,2013,78.9,16700000000000.0,3.0
859,United States of America,2013,78.9,16700000000000.0,2.9
860,United States of America,2013,78.9,16700000000000.0,2.9
861,United States of America,2013,78.9,16700000000000.0,2.9
862,United States of America,2013,78.9,16700000000000.0,2.8
863,United States of America,2013,78.9,16700000000000.0,2.7
864,United States of America,2014,79.1,17400000000000.0,88.2
865,United States of America,2014,79.1,17400000000000.0,88.4
866,United States of America,2014,79.1,17400000000000.0,88.2
867,United States of America,2014,79.1,17400000000000.0,87.9
868,United States of America,2014,79.1,17400000000000.0,87.8
869,United States of America,2014,79.1,17400000000000.0,87.9
870,United States of America,2014,79.1,17400000000000.0,87.6
871,United States of America,2014,79.1,17400000000000.0,87.3
872,United States of America,2014,79.1,17400000000000.0,87.5
873,United States of America,2014,79.1,17400000000000.0,87.5
874,United States of America,2014,79.1,17400000000000.0,88.1
875,United States of America,2014,79.1,17400000000000.0,88.1
876,United States of America,2014,79.1,17400000000000.0,2.9
877,United States of America,2014,79.1,17400000000000.0,2.8
878,United States of America,2014,79.1,17400000000000.0,2.7
879,United States of America,2014,79.1,17400000000000.0,3.0
880,United States of America,2014,79.1,17400000000000.0,3.0
881,United States of America,2014,79.1,17400000000000.0,3.0
882,United States of America,2014,79.1,17400000000000.0,3.0
883,United States of America,2014,79.1,17400000000000.0,2.9
884,United States of America,2014,79.1,17400000000000.0,2.9
885,United States of America,2014,79.1,17400000000000.0,2.9
886,United States of America,2014,79.1,17400000000000.0,2.8
887,United States of America,2014,79.1,17400000000000.0,2.7
888,United States of America,2015,79.3,18100000000000.0,88.2
889,United States of America,2015,79.3,18100000000000.0,88.4
890,United States of America,2015,79.3,18100000000000.0,88.2
891,United States of America,2015,79.3,18100000000000.0,87.9
892,United States of America,2015,79.3,18100000000000.0,87.8
893,United States of America,2015,79.3,18100000000000.0,87.9
894,United States of America,2015,79.3,18100000000000.0,87.6
895,United States of America,2015,79.3,18100000000000.0,87.3
896,United States of America,2015,79.3,18100000000000.0,87.5
897,United States of America,2015,79.3,18100000000000.0,87.5
898,United States of America,2015,79.3,18100000000000.0,88.1
899,United States of America,2015,79.3,18100000000000.0,88.1
900,United States of America,2015,79.3,18100000000000.0,2.9
901,United States of America,2015,79.3,18100000000000.0,2.8
902,United States of America,2015,79.3,18100000000000.0,2.7
903,United States of America,2015,79.3,18100000000000.0,3.0
904,United States of America,2015,79.3,18100000000000.0,3.0
905,United States of America,2015,79.3,18100000000000.0,3.0
906,United States of America,2015,79.3,18100000000000.0,3.0
907,United States of America,2015,79.3,18100000000000.0,2.9
908,United States of America,2015,79.3,18100000000000.0,2.9
909,United States of America,2015,79.3,18100000000000.0,2.9
910,United States of America,2015,79.3,18100000000000.0,2.8
911,United States of America,2015,79.3,18100000000000.0,2.7
912,Zimbabwe,2000,46.0,6689957600.0,
913,Zimbabwe,2001,45.3,6777384700.0,
914,Zimbabwe,2002,44.8,6342116400.0,
915,Zimbabwe,2003,44.5,5727591800.0,
916,Zimbabwe,2004,44.3,5805598400.0,
917,Zimbabwe,2005,44.6,5755215200.0,
918,Zimbabwe,2006,45.4,5443896500.0,
919,Zimbabwe,2007,46.6,5291950100.0,
920,Zimbabwe,2008,48.2,4415702800.0,
921,Zimbabwe,2009,50.0,8621573608.0,
922,Zimbabwe,2010,52.4,10141859710.0,
923,Zimbabwe,2011,54.9,12098450749.0,
924,Zimbabwe,2012,56.6,14242490252.0,
925,Zimbabwe,2013,58.0,15451768659.0,
926,Zimbabwe,2014,59.2,15891049236.0,
927,Zimbabwe,2015,60.7,16304667807.0,
